customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract_type,internet_service,multiple_lines,online_security,tech_support,streaming_tv,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-121911,Male,0,Yes,No,55,Month-to-month,DSL,No,No,No internet service,No,Yes,Electronic check,41.73,2311.33,0
CUST-121912,Female,0,Yes,No,57,One year,Fiber optic,Yes,Yes,No internet service,No,Yes,Credit card (automatic),79.8,4542.59,0
CUST-121913,Female,0,Yes,No,52,Two year,No,Yes,No,Yes,Yes,Yes,Mailed check,45.47,2362.04,0
CUST-121914,Female,0,No,No,62,Month-to-month,No,Yes,No internet service,No,No internet service,No,Bank transfer (automatic),33.81,2088.35,0
CUST-121915,Female,0,Yes,No,24,Month-to-month,DSL,Yes,Yes,No,No internet service,No,Electronic check,58.07,1409.63,0
CUST-121916,Male,0,No,No,15,One year,Fiber optic,No,No internet service,Yes,No,No,Bank transfer (automatic),77.4,1195.38,0
CUST-121917,Female,0,No,No,52,Two year,No,Yes,No,Yes,Yes,Yes,Mailed check,39.67,2026.39,0
CUST-121918,Male,0,No,No,27,Two year,Fiber optic,No,No,No,Yes,Yes,Electronic check,78.59,2082.85,0
CUST-121919,Male,0,No,No,69,Two year,Fiber optic,No,No internet service,Yes,No,No,Bank transfer (automatic),68.74,4746.38,0
CUST-121920,Female,0,Yes,No,55,Two year,DSL,Yes,No,No internet service,Yes,No,Mailed check,62.45,3429.43,0
CUST-121921,Male,0,Yes,Yes,25,One year,No,No,No,Yes,No,No,Credit card (automatic),22.02,543.66,0
CUST-121922,Female,0,No,No,29,One year,DSL,Yes,No,Yes,No,No,Electronic check,53.06,1532.26,0
CUST-121923,Female,0,No,No,34,Two year,DSL,Yes,No internet service,No,Yes,No,Mailed check,56.23,1891.88,0
CUST-121924,Female,0,No,Yes,27,Month-to-month,Fiber optic,Yes,No internet service,No,No,No,Bank transfer (automatic),82.92,2221.08,1
CUST-121925,Male,0,No,No,15,Month-to-month,DSL,No,No,No internet service,Yes,Yes,Bank transfer (automatic),56.84,838.28,1
CUST-121926,Female,0,No,No,43,Month-to-month,Fiber optic,Yes,Yes,No,No internet service,Yes,Electronic check,94.08,4029.96,1
CUST-121927,Female,1,Yes,No,25,One year,DSL,No,No internet service,No,Yes,Yes,Electronic check,59.19,1470.18,0
CUST-121928,Female,0,Yes,No,8,Month-to-month,No,No,Yes,No internet service,No internet service,Yes,Electronic check,19.03,157.68,0
CUST-121929,Male,0,Yes,No,37,One year,DSL,No,No,Yes,No,Yes,Electronic check,59.98,2208.49,0
CUST-121930,Male,0,No,Yes,27,Month-to-month,Fiber optic,Yes,No internet service,No internet service,Yes,No,Electronic check,83.09,2239.75,1
CUST-121931,Male,0,No,No,48,Two year,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Bank transfer (automatic),100.32,4819.15,0
CUST-121932,Male,0,No,No,34,One year,Fiber optic,Yes,Yes,No,Yes,Yes,Credit card (automatic),107.71,3680.07,0
CUST-121933,Female,0,Yes,No,42,One year,DSL,No,No,No internet service,Yes,No,Electronic check,59.25,2513.94,0
CUST-121934,Female,0,No,Yes,49,Month-to-month,DSL,No,No,No,Yes,No,Electronic check,56.29,2777.84,0
CUST-121935,Female,0,No,Yes,1,Two year,Fiber optic,Yes,No,No,Yes,No,Mailed check,96.66,92.69,1
CUST-121936,Female,0,Yes,No,19,Month-to-month,Fiber optic,No,No,No,No,Yes,Electronic check,66.57,1262.66,1
CUST-121937,Male,0,No,No,13,Month-to-month,DSL,No,No,Yes,No,No,Credit card (automatic),52.95,650.98,1
CUST-121938,Male,0,Yes,No,41,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,Credit card (automatic),54.51,2276.68,0
CUST-121939,Female,0,Yes,No,43,Month-to-month,No,No,Yes,No,No,Yes,Electronic check,37.07,1568.89,0
CUST-121940,Male,0,Yes,No,31,Month-to-month,Fiber optic,No,No,Yes,No internet service,Yes,Credit card (automatic),78.5,2439.12,0
CUST-121941,Female,0,Yes,No,18,Month-to-month,DSL,No,Yes,No internet service,Yes,No,Electronic check,55.04,980.09,0
CUST-121942,Female,0,No,No,18,Month-to-month,DSL,Yes,No,No,No,No,Electronic check,59.82,1078.22,1
CUST-121943,Male,0,No,No,26,Two year,Fiber optic,Yes,Yes,No,No,Yes,Electronic check,81.69,2142.34,0
CUST-121944,Male,0,No,Yes,29,Two year,DSL,No,Yes,No,No internet service,Yes,Credit card (automatic),53.22,,0
CUST-121945,Male,1,No,Yes,28,Month-to-month,Fiber optic,No,No,Yes,Yes,Yes,Credit card (automatic),89.37,2478.13,1
CUST-121946,Female,0,No,No,37,Month-to-month,Fiber optic,Yes,No internet service,No internet service,No,No,Credit card (automatic),71.51,,1
CUST-121947,Female,1,Yes,Yes,1,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Bank transfer (automatic),65.87,57.16,1
CUST-121948,Female,0,No,Yes,0,Month-to-month,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),37.31,17.87,1
CUST-121949,Female,0,Yes,No,11,Two year,DSL,Yes,No,No internet service,No internet service,Yes,Bank transfer (automatic),58.25,630.22,0
CUST-121950,Female,0,No,No,43,One year,No,Yes,No,No internet service,Yes,No,Credit card (automatic),29.05,1271.86,0
CUST-121951,Female,0,No,Yes,65,Month-to-month,Fiber optic,No,No internet service,No,Yes,No,Bank transfer (automatic),84.17,5474.91,0
CUST-121952,Male,0,No,No,1,Two year,Fiber optic,Yes,No,Yes,No,No,Credit card (automatic),79.43,85.74,0
CUST-121953,Male,0,Yes,No,40,Month-to-month,No,Yes,No,Yes,No internet service,No,Credit card (automatic),38.78,1575.75,0
CUST-121954,Female,0,Yes,No,33,Month-to-month,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),62.02,2105.59,1
CUST-121955,Male,0,No,Yes,14,Two year,DSL,No,No,No,No,Yes,Bank transfer (automatic),44.47,590.26,0
CUST-121956,Male,0,No,No,49,Month-to-month,No,Yes,No,No internet service,No,Yes,Mailed check,29.19,1423.45,0
CUST-121957,Male,0,Yes,Yes,67,Month-to-month,DSL,Yes,No,No,No,Yes,Credit card (automatic),52.43,3506.3,1
CUST-121958,Female,0,No,No,55,One year,DSL,Yes,No,Yes,Yes,No,Credit card (automatic),67.33,3708.01,0
CUST-121959,Female,0,Yes,No,9,Two year,No,No,No,No internet service,No internet service,Yes,Electronic check,24.92,239.91,0
CUST-121960,Male,0,No,Yes,2,Month-to-month,DSL,Yes,No,No internet service,No internet service,No,Credit card (automatic),49.73,87.95,1
CUST-121961,Male,0,Yes,No,37,Two year,No,Yes,No,No internet service,Yes,No,Mailed check,30.55,1132.33,0
CUST-121962,Male,0,Yes,No,16,Month-to-month,DSL,No,Yes,No,Yes,Yes,Electronic check,63.24,1054.58,1
CUST-121963,Female,1,Yes,No,67,Month-to-month,No,No,Yes,No,No internet service,Yes,Electronic check,20.38,1359.36,0
CUST-121964,Female,0,No,No,57,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Credit card (automatic),59.52,3374.41,0
CUST-121965,Female,1,Yes,No,59,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,Mailed check,103.85,6120.35,0
CUST-121966,Male,0,No,No,22,Month-to-month,Fiber optic,Yes,No,No internet service,No,No,Bank transfer (automatic),87.78,1926.16,0
CUST-121967,Male,0,No,No,33,Month-to-month,DSL,Yes,No internet service,No internet service,No internet service,No,Credit card (automatic),59.55,1976.53,1
CUST-121968,Male,0,Yes,No,24,Month-to-month,Fiber optic,Yes,Yes,No internet service,No,Yes,Credit card (automatic),82.14,1974.03,1
CUST-121969,Male,0,No,No,28,Month-to-month,Fiber optic,No,Yes,No,No,No,Electronic check,75.71,2103.06,1
CUST-121970,Female,0,Yes,Yes,24,Two year,DSL,No,No,No,No,Yes,Electronic check,43.91,1056.28,0
CUST-121971,Female,0,Yes,No,27,Month-to-month,Fiber optic,Yes,No,No internet service,No internet service,Yes,Electronic check,85.45,2281.3,1
CUST-121972,Male,1,No,No,41,Month-to-month,No,No,No,No internet service,No,Yes,Electronic check,18.0,722.67,1
CUST-121973,Female,0,Yes,Yes,35,One year,Fiber optic,No,No internet service,Yes,No,Yes,Credit card (automatic),88.64,3127.51,0
CUST-121974,Female,0,Yes,Yes,11,Month-to-month,DSL,No,No internet service,No internet service,Yes,No,Electronic check,60.93,676.19,0
CUST-121975,Female,0,Yes,Yes,45,One year,Fiber optic,Yes,Yes,No,Yes,Yes,Mailed check,89.43,4019.62,0
CUST-121976,Male,0,No,Yes,69,Month-to-month,No,No,No,No,Yes,Yes,Credit card (automatic),27.83,1955.35,0
CUST-121977,Male,1,Yes,No,6,One year,DSL,No,No,No,No,Yes,Mailed check,48.96,302.8,1
CUST-121978,Male,0,No,No,66,Month-to-month,DSL,Yes,No,No,No,Yes,Electronic check,56.2,3716.2,1
CUST-121979,Female,0,Yes,No,53,One year,Fiber optic,Yes,No,No,Yes,Yes,Credit card (automatic),84.1,4425.23,0
CUST-121980,Female,0,No,No,36,Month-to-month,No,Yes,No internet service,No,No,Yes,Mailed check,30.52,1127.99,0
CUST-121981,Female,0,No,No,22,Month-to-month,DSL,Yes,No,No,Yes,Yes,Credit card (automatic),50.11,1121.93,1
CUST-121982,Female,0,Yes,Yes,60,Month-to-month,DSL,No,Yes,No internet service,No internet service,Yes,Mailed check,40.22,2410.65,0
CUST-121983,Male,0,No,No,20,Two year,Fiber optic,No,No internet service,No,Yes,No,Electronic check,78.01,1566.19,0
CUST-121984,Female,0,No,No,36,Month-to-month,Fiber optic,Yes,No internet service,No,Yes,Yes,Mailed check,74.03,2676.0,1
CUST-121985,Female,0,Yes,No,58,Two year,Fiber optic,Yes,No,No internet service,Yes,Yes,Mailed check,81.65,4748.11,0
CUST-121986,Female,0,Yes,No,59,Month-to-month,Fiber optic,No,Yes,No internet service,No,Yes,Credit card (automatic),72.58,4259.67,0
CUST-121987,Male,0,No,No,15,Month-to-month,DSL,Yes,No internet service,No internet service,Yes,No,Credit card (automatic),62.95,926.43,0
CUST-121988,Male,0,No,No,16,One year,DSL,Yes,Yes,Yes,No internet service,Yes,Electronic check,66.82,1098.25,0
CUST-121989,Female,0,No,No,11,One year,Fiber optic,No,No internet service,No,No,Yes,Bank transfer (automatic),70.71,769.88,0
CUST-121990,Female,0,No,No,7,Two year,DSL,No,No,No internet service,No,Yes,Electronic check,38.16,250.9,0
CUST-121991,Male,0,No,No,0,Month-to-month,Fiber optic,No,No,No,No,Yes,Electronic check,74.76,0.0,1
CUST-121992,Male,0,No,Yes,16,Month-to-month,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Bank transfer (automatic),83.98,1330.07,1
CUST-121993,Male,0,No,No,5,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Yes,Credit card (automatic),89.71,430.06,1
CUST-121994,Female,0,Yes,No,0,Two year,DSL,No,No,No,No,Yes,Electronic check,51.05,15.43,0
CUST-121995,Female,0,No,Yes,40,Month-to-month,DSL,Yes,No internet service,No,Yes,Yes,Electronic check,67.52,2689.64,1
CUST-121996,Male,0,No,No,12,Month-to-month,Fiber optic,No,No internet service,No,No,Yes,Credit card (automatic),73.09,857.0,1
CUST-121997,Male,0,Yes,No,70,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,Electronic check,75.6,5277.24,1
CUST-121998,Female,0,Yes,No,0,Two year,Fiber optic,No,No internet service,No,No,Yes,Bank transfer (automatic),69.8,0.0,0
CUST-121999,Female,0,No,No,51,Month-to-month,No,Yes,No,Yes,No,Yes,Bank transfer (automatic),32.63,1679.92,0
CUST-122000,Male,0,No,No,4,One year,No,No,No,No,No,Yes,Credit card (automatic),20.31,80.23,0
CUST-122001,Female,0,Yes,Yes,12,Month-to-month,Fiber optic,No,No,No,Yes,Yes,Bank transfer (automatic),80.54,989.33,1
CUST-122002,Female,0,Yes,No,50,Month-to-month,No,Yes,No,No internet service,No,No,Mailed check,27.77,1370.54,0
CUST-122003,Female,1,No,No,17,Month-to-month,DSL,Yes,No,No,No internet service,Yes,Bank transfer (automatic),51.85,918.93,0
CUST-122004,Male,0,Yes,Yes,1,Month-to-month,No,Yes,Yes,No,Yes,No,Mailed check,49.34,12.76,1
CUST-122005,Male,1,No,Yes,38,Two year,Fiber optic,No,Yes,No internet service,Yes,No,Electronic check,80.98,3072.03,0
CUST-122006,Female,0,No,No,31,Month-to-month,No,No,No,No,No,No,Mailed check,26.55,814.38,0
CUST-122007,Male,0,No,No,44,Two year,Fiber optic,No,No,Yes,No internet service,No,Bank transfer (automatic),74.48,3263.14,0
CUST-122008,Male,1,Yes,No,47,Month-to-month,DSL,Yes,Yes,No internet service,No,Yes,Bank transfer (automatic),54.09,2513.51,0
CUST-122009,Male,0,No,Yes,2,Month-to-month,No,No,Yes,No,No,No,Electronic check,18.0,62.74,1
CUST-122010,Female,0,No,No,43,Month-to-month,DSL,No,No internet service,No,Yes,No,Mailed check,53.0,2301.37,0
CUST-122011,Male,0,No,Yes,58,One year,Fiber optic,No,Yes,No,No internet service,No,Credit card (automatic),81.28,4721.31,0
CUST-122012,Male,0,No,No,69,Month-to-month,Fiber optic,No,No,No,No,No,Electronic check,72.88,5028.04,1
CUST-122013,Male,0,No,No,19,Month-to-month,Fiber optic,Yes,No,Yes,Yes,No,Electronic check,97.27,1836.55,1
CUST-122014,Female,0,Yes,No,16,Month-to-month,Fiber optic,No,No internet service,No,Yes,No,Electronic check,89.41,1439.94,1
CUST-122015,Male,0,No,Yes,52,Month-to-month,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),42.42,2209.64,0
CUST-122016,Female,0,Yes,No,37,Month-to-month,DSL,Yes,No,No internet service,No,Yes,Electronic check,53.84,2014.11,1
CUST-122017,Female,1,Yes,No,57,Month-to-month,Fiber optic,No,No,No,Yes,Yes,Mailed check,73.13,4181.31,1
CUST-122018,Male,1,Yes,Yes,38,Month-to-month,DSL,Yes,Yes,No internet service,No internet service,Yes,Electronic check,67.54,2531.79,1
CUST-122019,Female,0,Yes,No,67,Month-to-month,No,No,No internet service,No,No,Yes,Credit card (automatic),25.77,1705.7,0
CUST-122020,Female,0,No,No,65,One year,Fiber optic,Yes,No,No,Yes,Yes,Credit card (automatic),79.59,5143.69,0
CUST-122021,Male,0,No,Yes,48,Month-to-month,DSL,No,Yes,No,Yes,Yes,Electronic check,60.87,2924.64,1
CUST-122022,Female,0,Yes,No,17,Month-to-month,Fiber optic,No,No,No internet service,Yes,Yes,Bank transfer (automatic),84.31,1410.91,1
CUST-122023,Male,0,Yes,No,30,Month-to-month,DSL,Yes,Yes,No internet service,No internet service,Yes,Credit card (automatic),59.99,1799.8,1
CUST-122024,Female,0,Yes,Yes,71,Two year,No,No,No,Yes,Yes,No,Mailed check,35.04,2481.28,0
CUST-122025,Male,0,No,Yes,34,Month-to-month,Fiber optic,No,Yes,No,No,No,Bank transfer (automatic),76.37,2600.55,1
CUST-122026,Female,0,No,No,60,Month-to-month,Fiber optic,Yes,No internet service,No,Yes,No,Mailed check,92.45,5517.12,0
CUST-122027,Male,0,No,Yes,15,One year,DSL,No,No,No,No,Yes,Credit card (automatic),33.55,493.17,0
CUST-122028,Male,1,No,Yes,22,Two year,No,Yes,No internet service,Yes,No internet service,Yes,Bank transfer (automatic),39.89,875.42,0
CUST-122029,Male,0,Yes,Yes,66,Month-to-month,No,No,No internet service,Yes,No,Yes,Electronic check,22.99,1511.52,0
CUST-122030,Female,0,No,No,46,Two year,Fiber optic,Yes,No,No,No internet service,Yes,Bank transfer (automatic),80.94,3709.42,0
CUST-122031,Female,1,No,No,66,Two year,DSL,Yes,No,Yes,No internet service,No,Electronic check,61.65,4055.86,0
CUST-122032,Male,1,No,No,44,One year,Fiber optic,No,No,No,No,Yes,Electronic check,63.89,2814.12,1
CUST-122033,Female,1,No,Yes,22,Two year,DSL,Yes,No internet service,No internet service,No,Yes,Credit card (automatic),52.97,1128.36,0
CUST-122034,Female,1,No,No,53,Month-to-month,DSL,Yes,No,No,Yes,Yes,Credit card (automatic),59.62,3143.15,1
CUST-122035,Female,0,Yes,No,53,One year,Fiber optic,Yes,Yes,No,No,Yes,Electronic check,88.75,4716.49,0
CUST-122036,Male,1,No,No,2,One year,Fiber optic,No,Yes,Yes,No,Yes,Bank transfer (automatic),86.82,146.43,0
CUST-122037,Male,1,No,No,43,Month-to-month,DSL,No,Yes,No,Yes,Yes,Mailed check,60.53,2603.73,1
CUST-122038,Male,0,No,Yes,70,One year,Fiber optic,No,No,No internet service,No,Yes,Electronic check,71.64,4999.6,0
CUST-122039,Female,1,Yes,No,50,Month-to-month,DSL,Yes,No internet service,Yes,Yes,No,Electronic check,64.84,3223.2,0
CUST-122040,Female,1,Yes,No,31,Month-to-month,Fiber optic,No,Yes,No,Yes,Yes,Credit card (automatic),80.42,2481.72,1
CUST-122041,Male,0,Yes,Yes,48,Month-to-month,DSL,Yes,No,No,Yes,Yes,Credit card (automatic),58.32,2803.35,0
CUST-122042,Male,0,No,Yes,15,Month-to-month,DSL,Yes,No internet service,No internet service,Yes,No,Bank transfer (automatic),69.54,1021.84,1
CUST-122043,Male,0,No,No,24,One year,DSL,Yes,Yes,No,No internet service,Yes,Electronic check,63.32,1504.98,1
CUST-122044,Female,0,Yes,No,19,Month-to-month,Fiber optic,No,Yes,Yes,Yes,No,Mailed check,87.59,1642.47,1
CUST-122045,Male,0,Yes,No,42,Month-to-month,DSL,Yes,No,No internet service,No,Yes,Credit card (automatic),51.61,2183.83,1
CUST-122046,Female,0,Yes,Yes,34,Two year,Fiber optic,Yes,Yes,No,Yes,No,Electronic check,87.01,2963.33,1
CUST-122047,Female,0,No,Yes,34,One year,Fiber optic,No,No internet service,No internet service,No,No,Mailed check,64.94,2171.44,0
CUST-122048,Female,1,Yes,Yes,58,One year,No,Yes,No,Yes,Yes,Yes,Electronic check,35.41,2025.42,0
CUST-122049,Female,0,No,No,48,Two year,Fiber optic,No,No,No internet service,No,No,Bank transfer (automatic),67.96,3262.03,0
CUST-122050,Male,0,Yes,No,16,One year,DSL,Yes,No,No internet service,No,Yes,Mailed check,58.85,986.21,0
CUST-122051,Male,0,No,No,42,Month-to-month,No,No,No,No,No,Yes,Credit card (automatic),18.0,747.2,0
CUST-122052,Female,1,Yes,No,21,Month-to-month,DSL,Yes,No,No,No internet service,Yes,Electronic check,57.29,1183.01,1
CUST-122053,Female,0,No,Yes,44,Two year,DSL,Yes,No internet service,Yes,No,Yes,Bank transfer (automatic),59.09,2628.63,0
CUST-122054,Male,0,No,No,15,Month-to-month,Fiber optic,No,No,No,Yes,Yes,Credit card (automatic),76.68,1189.77,1
CUST-122055,Male,0,No,No,40,Month-to-month,DSL,No,No,Yes,Yes,Yes,Bank transfer (automatic),57.79,2302.22,1
CUST-122056,Female,0,No,Yes,40,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,Bank transfer (automatic),69.15,2742.64,1
CUST-122057,Female,1,No,No,16,Month-to-month,DSL,No,No,No,No internet service,Yes,Electronic check,39.46,641.91,1
CUST-122058,Female,0,No,No,54,Month-to-month,No,No,No internet service,No,No,No,Electronic check,35.23,1904.33,0
CUST-122059,Female,1,No,No,59,Month-to-month,DSL,Yes,Yes,No internet service,Yes,Yes,Electronic check,74.13,4338.83,0
CUST-122060,Male,0,Yes,Yes,61,One year,No,Yes,Yes,Yes,No internet service,Yes,Mailed check,44.61,2740.17,0
CUST-122061,Male,0,No,No,62,One year,DSL,No,No,No internet service,No,No,Mailed check,43.18,2668.71,0
CUST-122062,Male,0,Yes,No,2,One year,DSL,No,Yes,No,Yes,No,Bank transfer (automatic),52.19,83.89,0
CUST-122063,Male,0,Yes,No,41,One year,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),45.31,1860.69,0
CUST-122064,Female,1,No,No,57,Month-to-month,Fiber optic,No,No internet service,No,Yes,Yes,Bank transfer (automatic),80.39,4582.53,1
CUST-122065,Female,0,No,Yes,60,Two year,DSL,No,No,Yes,No,No,Bank transfer (automatic),41.45,2470.14,0
CUST-122066,Female,0,No,No,12,One year,Fiber optic,Yes,No internet service,Yes,No,No,Credit card (automatic),91.13,1132.94,1
CUST-122067,Female,0,No,Yes,17,Month-to-month,Fiber optic,Yes,Yes,No internet service,No,Yes,Bank transfer (automatic),87.06,1487.82,1
CUST-122068,Male,0,No,Yes,13,One year,Fiber optic,No,No,Yes,No internet service,No,Electronic check,70.58,897.83,0
CUST-122069,Female,1,No,No,49,Two year,DSL,Yes,No,No,Yes,Yes,Electronic check,69.95,3429.3,0
CUST-122070,Male,1,No,No,56,Two year,Fiber optic,Yes,No,No internet service,No,Yes,Electronic check,69.13,3908.54,0
CUST-122071,Female,1,Yes,No,61,Two year,No,No,No,No,No,Yes,Mailed check,25.67,1577.33,0
CUST-122072,Female,0,No,No,23,Month-to-month,DSL,Yes,Yes,No,No internet service,Yes,Mailed check,45.74,1028.53,0
CUST-122073,Male,0,Yes,Yes,13,One year,DSL,No,No internet service,No internet service,No,Yes,Electronic check,53.54,701.25,0
CUST-122074,Male,0,Yes,No,63,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,Credit card (automatic),91.83,5805.73,0
CUST-122075,Male,0,Yes,No,2,Month-to-month,DSL,No,No,Yes,No,Yes,Bank transfer (automatic),57.96,102.33,1
CUST-122076,Female,0,No,Yes,72,Month-to-month,Fiber optic,No,No,No,No,Yes,Mailed check,59.71,4293.53,1
CUST-122077,Female,0,No,Yes,70,One year,Fiber optic,No,No,No,Yes,Yes,Bank transfer (automatic),86.06,6034.67,0
CUST-122078,Female,1,No,Yes,30,Two year,DSL,Yes,Yes,Yes,No internet service,Yes,Bank transfer (automatic),69.31,2111.31,0
CUST-122079,Male,0,Yes,No,5,Two year,DSL,No,Yes,No internet service,Yes,No,Credit card (automatic),67.09,341.26,0
CUST-122080,Male,0,No,Yes,13,One year,DSL,No,Yes,No,No,No,Bank transfer (automatic),52.86,683.77,0
CUST-122081,Male,1,Yes,No,45,Month-to-month,Fiber optic,No,Yes,No,No internet service,No,Bank transfer (automatic),81.11,3641.69,1
CUST-122082,Female,0,Yes,No,50,Month-to-month,DSL,No,No internet service,No,No internet service,Yes,Credit card (automatic),35.92,1743.16,0
CUST-122083,Female,0,Yes,Yes,71,Two year,Fiber optic,No,No,Yes,No,Yes,Electronic check,68.22,4806.09,0
CUST-122084,Female,0,Yes,No,35,Month-to-month,DSL,No,Yes,No internet service,Yes,Yes,Credit card (automatic),70.54,2464.13,0
CUST-122085,Male,0,No,Yes,48,Month-to-month,Fiber optic,No,No,Yes,No internet service,Yes,Bank transfer (automatic),72.9,3502.44,1
CUST-122086,Male,0,No,No,13,Month-to-month,DSL,No,No,No,No,Yes,Mailed check,44.97,576.86,0
CUST-122087,Female,0,No,No,19,One year,Fiber optic,No,No,No internet service,No,No,Mailed check,70.23,1346.01,0
CUST-122088,Female,0,Yes,No,3,One year,DSL,Yes,No,No,Yes,Yes,Credit card (automatic),77.48,251.2,0
CUST-122089,Female,0,Yes,No,8,Month-to-month,Fiber optic,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),67.79,556.68,1
CUST-122090,Male,0,No,No,41,Month-to-month,Fiber optic,No,No,Yes,No,No,Mailed check,83.82,3413.49,1
CUST-122091,Male,1,No,No,54,One year,Fiber optic,No,No,No,No,No,Bank transfer (automatic),75.0,4062.42,0
CUST-122092,Male,0,No,No,0,Month-to-month,No,No,No,No,No,Yes,Electronic check,18.0,8.42,1
CUST-122093,Male,0,No,No,30,Month-to-month,DSL,No,No,Yes,Yes,Yes,Bank transfer (automatic),51.65,1532.39,1
CUST-122094,Male,0,Yes,No,55,One year,Fiber optic,No,Yes,Yes,Yes,Yes,Credit card (automatic),95.67,5235.9,0
CUST-122095,Female,0,Yes,Yes,56,Month-to-month,DSL,Yes,No,No,No,No,Bank transfer (automatic),47.93,2692.53,0
CUST-122096,Male,0,Yes,No,28,Month-to-month,Fiber optic,No,No,No,No internet service,Yes,Mailed check,74.28,2061.95,1
CUST-122097,Female,0,Yes,No,29,Two year,Fiber optic,No,Yes,No,No internet service,Yes,Mailed check,75.13,2160.44,0
CUST-122098,Male,0,Yes,No,35,Month-to-month,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),45.11,1586.73,0
CUST-122099,Male,0,No,No,22,Month-to-month,Fiber optic,Yes,No,No internet service,Yes,Yes,Electronic check,87.44,1964.46,1
CUST-122100,Male,0,Yes,No,61,Month-to-month,DSL,Yes,No internet service,No,Yes,Yes,Electronic check,60.34,3678.44,0
CUST-122101,Male,0,No,Yes,58,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Yes,Mailed check,101.39,5919.67,1
CUST-122102,Female,1,Yes,No,70,Month-to-month,Fiber optic,Yes,No internet service,Yes,No internet service,No,Credit card (automatic),79.18,5559.66,0
CUST-122103,Male,1,No,Yes,45,One year,DSL,Yes,Yes,No,No,Yes,Electronic check,69.34,3109.38,0
CUST-122104,Male,0,Yes,No,31,One year,Fiber optic,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),86.43,2679.87,0
CUST-122105,Female,0,Yes,Yes,67,Month-to-month,Fiber optic,No,No,Yes,No,Yes,Credit card (automatic),77.22,5156.31,0
CUST-122106,Female,0,No,Yes,25,One year,Fiber optic,No,No,No,Yes,Yes,Credit card (automatic),76.74,1923.15,0
CUST-122107,Male,0,No,No,32,One year,DSL,Yes,No,No internet service,No,No,Bank transfer (automatic),58.5,1866.8,0
CUST-122108,Female,0,No,No,64,Two year,Fiber optic,No,No,No,No,Yes,Credit card (automatic),64.36,4086.19,0
CUST-122109,Male,0,Yes,No,30,Month-to-month,Fiber optic,No,No internet service,Yes,No internet service,No,Mailed check,83.01,2507.12,1
CUST-122110,Male,0,Yes,No,4,One year,DSL,No,Yes,No,Yes,Yes,Bank transfer (automatic),60.26,260.57,0
CUST-122111,Female,0,No,No,0,Month-to-month,No,No,Yes,No,No,Yes,Credit card (automatic),18.0,23.42,1
CUST-122112,Female,0,Yes,No,25,Month-to-month,DSL,Yes,No,Yes,No,Yes,Credit card (automatic),67.03,1684.48,1
CUST-122113,Female,1,Yes,No,7,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,Electronic check,94.97,665.27,1
CUST-122114,Female,0,Yes,Yes,45,One year,No,No,No,No internet service,No,No,Bank transfer (automatic),20.67,920.39,0
CUST-122115,Female,0,Yes,No,1,Month-to-month,Fiber optic,No,No,Yes,No,No,Bank transfer (automatic),70.97,57.32,1
CUST-122116,Male,0,Yes,No,50,One year,DSL,No,No,No internet service,Yes,Yes,Credit card (automatic),52.3,2632.95,0
CUST-122117,Female,0,Yes,No,28,Two year,DSL,Yes,No internet service,Yes,No internet service,No,Credit card (automatic),53.98,1524.48,0
CUST-122118,Female,0,No,No,18,Month-to-month,DSL,No,No,No,Yes,No,Credit card (automatic),61.1,1085.13,0
CUST-122119,Female,0,Yes,Yes,44,One year,Fiber optic,No,Yes,No,Yes,No,Bank transfer (automatic),89.49,3927.15,0
CUST-122120,Female,1,Yes,No,44,Month-to-month,No,No,No,No internet service,No,Yes,Bank transfer (automatic),18.0,812.81,0
CUST-122121,Male,1,No,No,56,One year,DSL,Yes,Yes,No internet service,No internet service,No,Mailed check,60.84,3402.9,0
CUST-122122,Male,0,Yes,Yes,58,Month-to-month,No,No,No,No internet service,Yes,Yes,Electronic check,26.48,1563.71,0
CUST-122123,Female,0,Yes,No,5,One year,DSL,No,No,No internet service,Yes,Yes,Electronic check,51.98,250.99,1
CUST-122124,Female,0,No,No,32,Month-to-month,No,No,No,No,Yes,No,Bank transfer (automatic),25.46,813.36,0
CUST-122125,Female,0,No,Yes,58,Month-to-month,DSL,No,No,No,No internet service,No,Mailed check,43.76,2537.89,1
